,name,type,place,note,fill_lim,regime,lat,lon
416,ФКУ «ИК-4 ОИК № 11 ОУХД ГУФСИН России по Пермскому краю»,Исправительная колония,"Чердынский район , пос.  Ныроб","Входит в состав ОИК № 11 ОУХД. Образована в 1938 году как Ныробское лагерное отделение (II отделение) Усольского ИТЛ НКВД СССР. С 1945 года самостоятельный Ныробский ИТЛ. С 1968 года Ныробское УЛИТУ, в составе которого образовано Ныробское отделение ИТК № 16 (ОИТК-16). В 2005 году создано ОИК № 11. [433] 
",,,60.740702000000006,56.722486999999994
417,ФКУ «ИК-6 ОИК № 2 ОУХД ГУФСИН России по Пермскому краю»,Исправительная колония,"Соликамский район , пос.  Сим","Входит в состав ОИК № 2 ОУХД. Образована в 1941 году как Симский отдельный лагпункт (позднее лаготделение № 1) Усольлага НКВД СССР. В 1968 году 1-е лаготделение переименовано в Симское отделение ИТК (Симское ОИТК). В 1996 году ИТК общего режима № 1 Симского ОИТК реорганизована в ИТК-поселение № 1 Усольского УЛИТУ. В 1997 году КП-1 реорганизована в ИК общего режима и передана в состав ОИК-2. [434] 
",,,59.869999,57.35158165
418,ФКУ «КП-7 ОИУ № 1 ОУХД ГУФСИН России по Пермскому краю»,Исправительная колония,"Соликамский район , пос.  Красный берег","Входит в состав ОИК № 1 ОУХД. С 1954 года лагпункт № 1 лаготделения № 7 Усольского ИТЛ. С 1968 года — ИТК-8 строгого режима, позднее реорганизована в КП-4, с 2005 года — КП-7 ОИК-5 для положительно характеризующихся осуждённых. С 2016 года в составе  ОИУ -1. [435] 
",,,60.00698204999999,57.69991049999999
419,ФКЛПУ «КТБ-7 ГУФСИН России по Пермскому краю»,Лечебно-профилактическое учреждение,"Губаха , пгт.  Углеуральский","ФКЛПУ  «Краевая туберкулёзная больница № 7». Образовано в 1971 году как Центральная больница, самостоятельное учреждение ВВ-201/7 «Кизелспецлес» на 310 мест. Современное название с 2016 года. [436] 
",,,58.84174449999999,57.555213450000004
420,ФКУ «КП-8 ОИК № 2 ОУХД ГУФСИН России по Пермскому краю»,Колония-поселение,Соликамск,"Входит в состав ОИК № 2 ОУХД. [437] 
",,,59.6576525,56.7302769
421,ФКУ «ИК № 9 ГУФСИН России по Пермскому краю»,Исправительная колония,Соликамск,"Образовано в 1948 году на базе Соликамского ИТЛ как лаготделение № 9. С 1954 года — ИТК-9. [438] 
",,,59.6576525,56.7302769
422,ФКУ «ИК № 10 ГУФСИН России по Пермскому краю»,Исправительная колония,"Чусовой , пос. Всесвятский","Организована в 1941 году как «Понышлаг», с 1948 года лаготделение № 10. С 1960 года — ИТК-10. [439] 
",,,58.349303299999995,58.072568399999994
423,ФКУ «ИК-11 ОИК № 11 ОУХД ГУФСИН России по Пермскому краю» «Красный лебедь» [440],Исправительная колония,"Чердынский район , пгт.  Ныроб","Входит в состав ФКУ ОИК-11 ОУХД. [441] 
",,,60.740702000000006,56.722486999999994
424,ФКУ «ИК № 12 ОУХД ГУФСИН России по Пермскому краю»,Исправительная колония,"Губахинский район , пос.  Широковский","В 1947 году организован Широковский оздоровительный отдельный лагерный пункт № 8 Кизеловского ИТЛ, позднее Широковский сплавной ОЛП № 8 и лагерное отделение № 8. С 1968 года — отделение ИТК № 8 Кизеловского УЛИТУ. С 2002 года — ИК № 12. [442] 
",,,58.85885955,57.78709799999999
425,ФКУ «ИК-13 ОИУ № 1 ОУХД ГУФСИН России по Пермскому краю»,Исправительная колония,"Губаха , пос.  Широковский","Входит в состав ФКУ ОИУ-1 ОУХД. Образована в 1960 году как  ОЛП  № 13 Кизеловского ИТЛ. В 1964 году реорганизован в ИТК-13. [443] 
",,,58.84174449999999,57.555213450000004
426,ФКУ «ФКЛПУ КТБ-17 ГУФСИН России по Пермскому краю»,Лечебно-профилактическое учреждение,"Соликамский район , пос.  Нижнее Мошево","ФКЛПУ  «Краевая туберкулёзная больница № 17». Образована в 1969 году как Мошевская туберкулезная больница Усольского УЛИТУ. Современные статус и название с 2016 года. [444] 
",,,59.8332475,56.6369909
427,ФКУ «ИК № 18 ГУФСИН России по Пермскому краю»,Исправительная колония,"Кунгур , пос. Дальний","Образована в 1942 году как промышленная колония № 2. С середины 1960-х годов ИТК-18. [445] 
",,,57.3647646,56.996245699999996
428,ФКУ «КП-20 ОИК № 19 ОУХД ГУФСИН России по Пермскому краю»,Колония-поселение,"Чердынский район , пос.  Кушмангорт","Входит в состав ФКУ ОИК-19 ОУХД. [446] 
",,,60.44999954999999,56.25
429,ФКУ «КП-21 ОИУ № 1 ОУХД ГУФСИН России по Пермскому краю»,Колония-поселение,"Губаха , пос.  Широковский","Входит в состав ФКУ ОИУ-1 ОУХД. [447] 
",,,58.84174449999999,57.555213450000004
430,ФКУ «ИК-22 ОИК № 19 ОУХД ГУФСИН России по Пермскому краю»,Исправительная колония,"Чердынский район , пос.  Кушмангорт","Входит в состав ФКУ ОИК-19 ОУХД. Образована в 1941 году как Кушмангортский ОЛП Усольского ИТЛ. В 1982 году организована мужская ИТК-23 усиленного режима. В 2002 году реорганизована в ИК-22 общего режима ОИК-19. [448] 
",,,60.44999954999999,56.25
431,ФКУ «КП-23 ОИК № 11 ОУХД ГУФСИН России по Пермскому краю»,Исправительная колония,"Чердынский район , пгт.  Ныроб","Входит в состав ФКУ ОИК-11 ОУХД. [449] 
",,,60.740702000000006,56.722486999999994
432,ФКУ «КП-26 ОИУ № 1 ОУХД ГУФСИН России по Пермскому краю»,Исправительная колония,Кизел,"Входит в состав ФКУ ОИУ-1 ОУХД. [450] 
",,,59.0529373,57.6015861
433,ФКУ «ИК № 28 ГУФСИН России по Пермскому краю»,Исправительная колония,Березники,"Лимит наполнения: 1300 человек. Вид режима: общий для осужденных женщин. [451]  Образована в 1948 году как лагпункт № 2 лаготделения № 9. В 1955 году реорганизовано в самостоятельное лаготделение для осуждённых-женщин. [452] 
",1300.0,общий,59.413638000000006,56.79138345
434,ФКУ «ИК № 29 ГУФСИН России по Пермскому краю»,Исправительная колония,Пермь,"Образована в 1956 году. [453] 
",,,58.02048599999999,56.23427555
435,ФКУ «ИК № 32 ГУФСИН России по Пермскому краю»,Исправительная колония,Пермь,"Образована в 1957 году как мужская ИТК, в 1960 году перепрофилирована в женскую. [454] 
",,,58.02048599999999,56.23427555
436,ФКУ «ИК № 35 ГУФСИН России по Пермскому краю»,Исправительная колония,"Чусовой , пос. Центральный","Образована в годы  ВОВ  как проверочно-фильтрационный лагерь, в дальнейшем Понышский ИТЛ и ИТК-10. С 1963 года ИТК-34, с 1967 года — ВТК, с 1972 года — ИТК-35 для особо опасных государственных преступников. В 1999 года колония строгого режима была перепрофилирована в колонию особого режима. [455] 
",,,58.317052,58.07059399999999
437,ФКУ «ИК № 37 ГУФСИН России по Пермскому краю»,Исправительная колония,"Чусовской район , пос. Половинка","Образована в 1973 году как специальная ИТК № 37 строгого режима. С 2016 года перепрофилирована в ИК строгого режима для содержания бывших работников судов и правоохранительных органов. [456] 
",,,58.3246075,58.02447709999999
438,ФКУ «ИК № 38 ГУФСИН России по Пермскому краю»,Исправительная колония,Березники,"Вид режима: общий. Образована в 1976 году. [457] 
",,общий,59.413638000000006,56.79138345
439,ФКУ «КП № 39 ГУФСИН России по Пермскому краю»,Колония-поселение,"Оханский район , д. Мерзляки","Лимит наполнения: 370 человек, содержатся осуждённые мужчины и женщины. Образована в 1982 году на базе ИТУ УТ-389/3. [458] 
",370.0,,57.7682228,55.26125375
440,ФКУ «ИК № 40 ГУФСИН России по Пермскому краю»,Исправительная колония,Кунгур,"Образована в 1930 году решением НКВД на месте бывшего женского монастыря как трудовая колония для беспризорников и молодых правонарушителей. В 1942 году реорганизована в трудовую колонию № 3 НКВД, а затем в промышленный ОЛП № 3. С 1958 года участок № 2 ИТК-30. В 1979 года реорганизован в мужскую ИТК-40 строгого режима. [459] 
",,,57.417232250000005,56.955535649999995
441,ФКУ «Пермская ВК ГУФСИН России по Пермскому краю»,Воспитательная колония,"Пермский район , с.  Гамово","Лимит наполнения: 450 человек. Образована в 1991 году на базе ликвидированного ЛТП-1 как ВК-2. С 2005 года Пермская ВК. [460] 
",450.0,,57.86861694999999,56.0941515
442,ФКУ  «СИЗО № 1 ГУФСИН России по Приморскому краю»,Следственный изолятор,Владивосток,"
",,,43.173705999999996,132.03583709999998
443,ФКУ «СИЗО № 2 ГУФСИН России по Приморскому краю»,Следственный изолятор,Уссурийск,"
",,,43.788655,131.96884255
444,ФКУ «СИЗО № 3 ГУФСИН России по Приморскому краю»,Следственный изолятор,Уссурийск,"
",,,43.788655,131.96884255
445,ФКУ «СИЗО № 4 ГУФСИН России по Приморскому краю»,Следственный изолятор,"Спасский район ,  ст.   Старый Ключ","
",,,44.56036895,132.75063239999997
446,ФКУ «ИК № 6 ГУФСИН по Приморскому краю»,Исправительная колония,Спасск-Дальний,"
",,,44.591772,132.81325145
447,ФКУ «ИК № 10 ГУФСИН по Приморскому краю»,Исправительная колония,"Михайловский район , пос.  Горное","
",,,43.9869055,132.3372635
448,ФКУ «ИК № 20 ГУФСИН по Приморскому краю»,Исправительная колония,Артём,"
",,,47.7722211,40.3059672
449,ФКУ «ИК № 22 ГУФСИН по Приморскому краю»,Исправительная колония,"Партизанский район , пос.  Волчанец","
",,,42.91532545,132.7537195
450,ФКУ «ЛИУ № 23 ГУФСИН по Приморскому краю»,Лечебно-исправительное учреждение,Уссурийск,"
",,,43.788655,131.96884255
451,ФКУ «КП № 26 ГУФСИН по Приморскому краю»,Колония-поселение,"Хасанский район , пгт.  Приморский","
",,,43.099737499999996,131.59186995000002
452,ФКУ «ИК № 27 ГУФСИН по Приморскому краю»,Исправительная колония,"Партизанский район , пос.  Волчанец","
",,,42.91532545,132.7537195
453,ФКУ «ИК № 29 ГУФСИН по Приморскому краю»,Исправительная колония,Большой Камень,"
",,,43.10453155,132.34941444999998
454,ФКУ «ИК № 31 ГУФСИН по Приморскому краю»,Исправительная колония,"Чугуевский район , с.  Чугуевка","
",,,44.161145,133.87083655
455,ФКУ «ИК № 33 ГУФСИН по Приморскому краю»,Исправительная колония,"Приморский край, Спасский р-н, ж/д Старый Ключ, ул. Раздольная, 4 «а»","
",,,44.554498,132.7444644
456,ФКУ «КП № 37 ГУФСИН по Приморскому краю»,Колония-поселение,"Октябрьский район , с.  Дзержинское","
",,,44.10280045,131.75417355
457,ФКУ «ИК № 39 ГУФСИН по Приморскому краю»,Исправительная колония,"Спасский район , с.  Чкаловское","
",,,44.83714644999999,133.0466015
458,ФКУ «ИК № 41 ГУФСИН по Приморскому краю»,Исправительная колония,Уссурийск,"
",,,43.788655,131.96884255
459,ФКУ «ЛИУ № 47 ГУФСИН по Приморскому краю»,Лечебно-исправительное учреждение,Артём,"
",,,47.7722211,40.3059672
460,ФКУ «КП № 49 ГУФСИН по Приморскому краю»,Колония-поселение,Владивосток,"
",,,43.173705999999996,132.03583709999998
461,ФКУ «ИК № 50 ГУФСИН по Приморскому краю»,Исправительная колония,"Партизанский район , пос.  Волчанец","
",,,42.91532545,132.7537195
462,ФКУ «ИЦ № 1 ГУФСИН России по Приморскому краю»,Исправительный центр,Уссурийск,"
",,,43.788655,131.96884255
463,ФКУ «Находкинская ВК ГУФСИН России по Приморскому краю»,Воспитательная колония,Находка,"Создано в 1972 году как ИТК строгого режима УЦ-267/35. В 1989 году на базе учреждения УЦ-267/35 открыта Находкинская ВК. [462] 
",,,42.79735,132.89966945
464,ФКУ  «СИЗО № 1 УФСИН России по Псковской области»,Следственный изолятор,Псков,"Лимит наполнения: 377 человек. Открыт в 1805 году как Псковский тюремный замок. [464] 
",377.0,,57.800526,28.34833445
465,ФКУ «СИЗО № 2 УФСИН России по Псковской области»,Следственный изолятор,Великие Луки,"Лимит наполнения: 523 человека. Открыт в 1945 году как Тюрьма № 1. С 1957 года — Тюрьма № 3, с 1960 года — Тюрьма № 2, с 1964 года — СИЗО-2. [465] 
",523.0,,56.336538499999996,30.557491949999996
466,ФКУ «ИК № 2 УФСИН России по Псковской области»,Следственный изолятор,"Островский район , пос.  Крюки","Лимит наполнения: 927 человек, включая участок КП на 139 мест (114 мужчин и 25 женщин). Вид режима: общий. Образована в 1960-х годах на базе МТС. [466] 
",927.0,общий,57.1822215,28.474444
467,ФКУ «ИК № 3 УФСИН России по Псковской области»,Следственный изолятор,"Себежский район , пос. Идрица","Лимит наполнения: 1337 человек, включая участок КП на 87 мест. Вид режима: строгий. Образована в 1962 года на базе строящегося кирпичного завода. В составе ИТК в был создан Идрицкий завод высоковольтной аппаратуры (ИЗВА). [467] 
",1337.0,строгий,56.337641999999995,28.884030999999997
468,ФКУ «ИК № 4 УФСИН России по Псковской области»,Следственный изолятор,"Псковский район , с.  Серёдка","Лимит наполнения: 1266 человек, включая туберкулёзную больницу на 79 мест. Вид режима: общий. Образована в 1959 году как ИТК-4 на базе Серёдкинской МТС.  [468] 
",1266.0,общий,58.15822649999999,28.184359399999998
469,ФКУ «ИК № 5 УФСИН России по Псковской области»,Следственный изолятор,Великие Луки,"Лимит наполнения: 450 человек. Вид режима: общий. Образована в 1972 году как ЛТП. С 1994 года — ИТК-5. [469] 
",450.0,общий,56.336538499999996,30.557491949999996
470,ФКУ «ИК № 6 УФСИН России по Псковской области»,Следственный изолятор,"Себежский район , пос.  Сосновый Бор","Лимит наполнения: 1345 человек. Вид режима: строгий. Образована в 1997 году на базе бывшей воинской части. [470] 
",1345.0,строгий,56.2402775,28.317499899999998
471,ФКУ  «СИЗО № 1 ОФСИН России по Республике Алтай»,Следственный изолятор,"Майминский район , с.  Кызыл-Озёк","Лимит наполнения: 244 человека. Открыт в 1931 году на месте бывшего женского монастыря как тюрьма № 4. [472] 
",244.0,,51.890093,85.99817499999999
472,ФКУ «ИК № 1 ОФСИН России по Республике Алтай»,Исправительная колония,"Майминский район , с.  Майма , Майминский взвоз","Лимит наполнения: 1035 человек, включая ПФРСИ на 35 мест. Вид режима: строгий для ранее отбывавшх наказание в виде лишения свободы. Образована в 1967 году. [471]  В 2017 году при ИК-1 созданы два участка КП взамен ликвидированного ФКУ КП-3. [473] 
",1035.0,строгий,51.8665635,85.99590640000001
473,ФКУ  «СИЗО № 1 УФСИН по РБ»,Следственный изолятор,Уфа,"Лимит наполнения: 1240 человек. Образована в 1784 году как губернская тюрьма. В советское время именовался тюрьма № 1, Уфимский исправительный дом, Башкирский ИТД, Башкирский центральный дом заключения, ИЗ-1/1. СИЗО-1. [475] 
",1240.0,,54.80877949999999,56.0208736
474,ФКУ «СИЗО № 2 УФСИН по РБ»,Следственный изолятор,Белорецк,"Лимит наполнения: 289 человек. Образован в 1932 году в доме купца Писарина. С 1940 года — тюрьма № 6, с 1946 года — СИЗО № 2. [476] 
",289.0,,53.97487245,58.393378549999994
475,ФКУ «СИЗО № 3 УФСИН по РБ»,Следственный изолятор,Стерлитамак,"Лимит наполнения: 843 человека. В 1797 году построен одноэтажный острог с караульней и деревянным забором. В 1850-е годы построена каменная тюрьма. [477] 
",843.0,,53.647019949999994,55.9651266
476,ФКУ «СИЗО № 4 УФСИН по РБ» «Тюрьма на Галкиной горе»,Следственный изолятор,Бирск,"Лимит наполнения: 165 человек. Образован в 1922 году как 2-й ИТД на месте закрытого Свято-Троицкого женского монастыря. С 1937 года — тюрьма № 2 НКВД. В 1964 году перепрофилируется в СИЗО. [478] 
",165.0,,55.4044211,55.5414463
477,ФКУ «СИЗО № 5 УФСИН по РБ»,Следственный изолятор,"Дюртюлинский район , с.  Иванаево","Лимит наполнения: 585 человек. Образован в 1971 году после перевода в Дюртюли ИТК-15 из Стерлитамака. В 1988 году преобразована в ЛТП № 3 для хронических алкоголиков-мужчин, ранее отбывавших наказание в местах лишения свободы. Перепрофилирована в СИЗО в 1992 году. [479] 
",585.0,,55.490533449999994,54.826246000000005
478,ФКУ «ИК № 2 УФСИН по РБ»,Исправительная колония,Салават,"Образована как ИТЛ строительства № 18. В 1961 году преобразовано в ИТК № 2. [480] 
",,,53.35721015,55.91233135
479,ФКУ «ИК № 3 УФСИН по РБ»,Исправительная колония,Уфа,"Лимит наполнения: 1396 человек. Образована в 1957 году как лагпункт ИТК-13 (позднее Шакшинский участок ИТК-13). В 1959 году реорганизована в отдельную ИТК-3. [481] 
",1396.0,,54.80877949999999,56.0208736
480,ФКУ «ИК № 4 УФСИН по РБ»,Исправительная колония,Салават,"Лимит наполнения: 963 человека. Образована в 1947 году как лаготделение № 4 Хакасского ИТЛ. С 1967 года колония усиленного режима, с 1971 года — особого режима. В 1982 году из состава ИК-4 выделена новая колония — ИТК-16. Включает участки почти всех видов режимов содержания — особого, строгого и общего. [482] 
",963.0,,53.35721015,55.91233135
481,ФКУ «ИК № 7 УФСИН по РБ»,Исправительная колония,Мелеуз,"Лимит наполнения: 1631 человек. Образована в 1953 году как ИТК-7. [483] 
",1631.0,,52.964875500000005,55.95544015
482,ФКУ «ИК № 8 УФСИН по РБ»,Исправительная колония,Стерлитамак,"Лимит наполнения: 755 человек. Образована в 1971 году после перевода из Уфы в Стерлитамак на место бывшей ИТК-5 ВТК № 2 имени  Александра Матросова . В 2004 году ВК была перепрофилирована в ИК общего режима. С 2015 года в ИК содержатся осуждённые — бывшие работники судов и правоохранительных органов. [484] 
",755.0,,53.647019949999994,55.9651266
483,ФКУ «ИК № 9 УФСИН по РБ»,Исправительная колония,Уфа,"Образована в 1949 году как  ОЛП  № 4 лагтделения № 2, с 1951 года — самостоятельное Черниковское отделение № 9. [485] 
",,,54.80877949999999,56.0208736
484,ФКУ «ИК № 13 УФСИН по РБ»,Исправительная колония,Уфа,"Образована в 1939 году как детская колония. В том же году реорганизована в женскую колонию. В 1943 году переоборудована в лагерь для немецких военнопленных. В 1949 году вновь перепрофилирована в колонию для женщин. С 1960 года — колония для мужчин, осуждённые за особо тяжкие преступления. С 1963 по 1997 год — колония усиленного режима. С 1997 — общего режима. [486] 
",,,54.80877949999999,56.0208736
485,ФКУ «ИК № 16 УФСИН по РБ»,Исправительная колония,Салават,"Образована в 1977 году в результате выделения из ИТК № 4 особого режима, на базе её зданий и сооружений. [487] 
",,,53.35721015,55.91233135
486,ФКУ «ИК № 21 УФСИН по РБ»,Исправительная колония,Стерлитамак,"Лимит наполнения: 1000 человек. Образована в 1963 году как ИТК-5. В 1969 году перепрофилирована в ЛТП-1. С 1993 года реорганизована в ИТК-21 общего режима. [488] 
",1000.0,,53.647019949999994,55.9651266
487,ФКУ «ФКЛПУ РБ УФСИН по РБ»,Лечебно-профилактическое учреждение,Уфа,"ФКЛПУ  «Республиканская больница». Лимит наполнения: 160 человек. Образована в 1981 году. [489] 
",160.0,,54.80877949999999,56.0208736
488,ФКУ «ЛИУ № 19 УФСИН по РБ»,Лечебно-исправительное учреждение,Салават,"Единственная специализированная туберкулёзная больница в РБ. Образована как центральная больница специального назначения при ИТК-2. В 1987 году на имеющейся базе была создана ИК-19 строгого режима. [490] 
",,,53.35721015,55.91233135
489,ФКУ «КП № 5 УФСИН по РБ»,Исправительная колония,Уфа,"Образована в 1997 году на базе ИК-3. [491] 
",,,54.80877949999999,56.0208736
490,ФКУ «КП № 6 УФСИН по РБ»,Исправительная колония,Стерлитамак,"Лимит наполнения: 249 человек. Образована в 2001 году на базе административного здания бывшего ЛТП-16. Предназначена для осуждённых мужчин впервые совершивших преступления и осуждённых женщин совершивших преступления впервые и повторно осуждённых. [492] 
",249.0,,53.647019949999994,55.9651266
491,ФКУ «Стерлитамакская ВК УФСИН по РБ»,Воспитательная колония,"Стерлитамакский район , с.  Бельское","Образована в 1955 году как детская трудовая колония на базе одного из лаготделений. [493] 
",,,53.71905045,56.09372215
492,ФКУ  «СИЗО № 1 УФСИН России по РБ»,Следственный изолятор,Улан-Удэ,"
",,,51.8299075,107.61616405
493,ФКУ «ИК № 1 УФСИН России по РБ»,Исправительная колония,Гусиноозерск,"Лимит наполнения: 1000 человек. Вид режима: общий. Образована в 1972 году как ИТК усиленного режима. [495] 
",1000.0,общий,51.288319099999995,106.52544755
494,ФКУ «ИК № 2 УФСИН России по РБ»,Исправительная колония,Улан-Удэ,"Лимит наполнения: 1752 человека, включая республиканскую соматическую больницу и ЕПКТ. Вид режима: строгий. Образована в посёлке Южном в 1945 году как лаготделение № 1 Улан-Удэнского лагеря для военнопленных № 30. В 1948 году в поселок Южный была передислоцирована ИТК-2. [496] 
",1752.0,строгий,51.8299075,107.61616405
495,ФКУ «КП № 3 УФСИН России по РБ»,Колония-поселение,Улан-Удэ,"Лимит наполнения: 284 человека. Образована в 1971 году как ЛТП. В 1993 году, преобразован в СИЗО-2. В 1999 году реорганизовано в КП-3. [497] 
",284.0,,51.8299075,107.61616405
496,ФКУ «ЛИУ № 5 УФСИН России по РБ»,Лечебно-исправительное учреждение,"Мухоршибирский район , улус  Балта","Лимит наполнения: 1300 человек, включая туберкулёзную больницу на 300 мест. Образовано в 1962 году. [498] 
",1300.0,,51.052466700000004,107.50423325
497,ФКУ «ИК № 7 УФСИН России по РБ»,Исправительная колония,Улан-Удэ,"Лимит наполнения: 300 человек. Вид режима: общий для женщин, впервые осужденных к лишению свободы. Образована в 2011 году на базе бывшей Улан-Удэнской ВК. [499] 
",300.0,общий,51.8299075,107.61616405
498,ФКУ «ИК № 8 УФСИН России по РБ»,Исправительная колония,Улан-Удэ,"Лимит наполнения: 1501 человек, включая психиатрическую больницу специального типа. Вид режима: строгий. Образована в 1983 году как ИТК усиленного вида режима. С 1992 года колония строгого режима. [500] 
",1501.0,строгий,51.8299075,107.61616405
499,ФКУ  «СИЗО № 1 УФСИН России по Республике Дагестан»,Следственный изолятор,Махачкала,"Лимит наполнения: 893 человека. Образован в 1854 году как Порт-Петровская тюрьма. [502] 
",893.0,,42.96381445,47.489692999999995
500,ФКУ «СИЗО № 2 УФСИН России по Республике Дагестан»,Следственный изолятор,Дербент,"Лимит наполнения: 220 человек. Транзитно-пересыльный пункт для осужденных экстрадируемых в Республику Азербайджан. Образован в 1961 году. [503] 
",220.0,,42.067180449999995,48.292217
501,ФКУ «СИЗО № 3 УФСИН России по Республике Дагестан»,Следственный изолятор,Хасавюрт,"Лимит наполнения: 243 человека. Образован в 1917 году на территории бывшей конюшни царской армии. [504] 
",243.0,,43.2490425,46.58860145
502,ФКУ «ИК № 2 УФСИН России по Республике Дагестан»,Исправительная колония,"Махачкала , пос.  Загородный","Лимит наполнения: 1100 человек, включая республиканскую соматическую больницу на 50 мест. Вид режима: строгий. Образована в 1958 году как ИТК общего режима, позднее — детская колония, затем колония усиленного режима. [505] 
",1100.0,строгий,43.01308655,47.3330085
503,ФКУ «ЛИУ № 4 УФСИН России по Республике Дагестан»,Лечебно-исправительное учреждение,Махачкала,"Лимит наполнения: 510 человек, включая филиал туберкулёзной больницы ФКУЗ МСЧ-5 ФСИН России на 150 мест. Образована в 1957 году как ИТК усиленного режима.  [506] 
",510.0,,42.96381445,47.489692999999995
504,ФКУ «ИК № 7 УФСИН России по Республике Дагестан»,Исправительная колония,"Кумторкалинский район , пос. Ново-тюбе","Лимит наполнения: 905 человек. Вид режима: общий. Образована в 1995 году на базе бывшего ЛТП. [507] 
",905.0,общий,43.050401949999994,47.291047
505,ФКУ «ИК № 8 УФСИН России по Республике Дагестан»,Исправительная колония,Кизилюрт,"Лимит наполнения: 184 человек. Вид режима: общий для осужденных женщин. Образована в 1997 году на территории производственной зоны Кизилюртовской ВК. [508] 
",184.0,общий,43.19876925,46.869374
506,ФКУ «КП № 9 УФСИН России по Республике Дагестан»,Колония-поселение,Кизилюрт,"Лимит наполнения: 100 человек. Образована в 2002 году. В колонии отбывают наказание осужденные из Дагестана, Чечни и Азербайджана. [509] 
",100.0,,43.19876925,46.869374
507,ФКУ «Кизилюртовская ВК УФСИН России по Республике Дагестан»,Воспитательная колония,Кизилюрт,"Лимит наполнения: 103 человека, включая ПФРСИ на 28 мест. Образована в 1970 году. В 2003 году создано ПФРСИ. [510] 
",103.0,,43.19876925,46.869374
508,ФКУ  «СИЗО № 1 ОФСИН России по Республике Ингушетия»,Следственный изолятор,Карабулак,"
",,,43.306744949999995,44.90781805
509,ФКУ  « СИЗО № 1 УФСИН России по РК »,Следственный изолятор,Петрозаводск,"Появился как городская тюрьма не позднее 1717 года. С 1862 года — тюремный замок. [513] 
",,,61.78637,34.34139875
510,ФКУ «СИЗО № 2 УФСИН России по РК»,Следственный изолятор,Сегежа,"Открыт в 1983 году как СИЗО-2. [514] 
",,,63.740566449999996,34.318557549999994
511,ФКУ «ИК № 1 УФСИН России по РК»,Исправительная колония,"Сегежский район , пос.  Надвоицы","Образована в 1959 году как мужская ИТК-1 общего режима на базе передаваемых Надвоицким алюминиевым заводом помещений. С 1975 года — колония строго режима. [515] 
",,,63.891035499999994,34.2534729
512,ФКЛПУ «РБ № 2 УФСИН России по РК»,Лечебно-профилактическое учреждение,Медвежьегорск,"ФКЛПУ  «Республиканская больница № 2 УФСИН России по РК». Образовано в 1946 году как Медвежьегорский оздоровительный ИТЛ. [516] 
",,,62.91029145,34.45147419999999
513,ФКУ «ЛИУ № 4 УФСИН России по РК»,Лечебно-исправительное учреждение,"Сегежский район , п/о Каменный Бор, пос. Верхний","Образовано в 1949 году на станции Надвоицы Сегежского района как лагпункт № 27. С 1949 года —  ОЛП  № 12, с 1951 года — лаготделение № 4. С 1972 года — ИТК строгого режима для содержания осужденных мужчин, больных активной формой туберкулёза. [517] 
",,,64.133199,34.247780750000004
514,ФКУ «ИК № 7 УФСИН России по РК»,Исправительная колония,Сегежа,"Образована в 1968 году как контрагентская ИТК-7. [518] 
",,,63.740566449999996,34.318557549999994
515,ФКУ «ИК № 9 УФСИН России по РК»,Исправительная колония,Петрозаводск,"Образована в 1977 году как ИТК усиленного режима. С 1989 по 1996 годы не функционировала. [519] 
",,,61.78637,34.34139875
516,ФКУ  «СИЗО № 1 УФСИН России по РК»,Следственный изолятор,"Сыктывкар , пос.  Верхний Чов","
",,,61.742492949999985,50.70247705
517,ФКУ «СИЗО № 2 УФСИН России по РК»,Следственный изолятор,"Сосногорск , п. Лыаёль","
",,,63.57417349999999,53.90766835
518,ФКУ «СИЗО № 3 УФСИН России по РК»,Следственный изолятор,Воркута,"
",,,67.50165204999999,64.02513454999999
519,ФКУ «ИК № 1 УФСИН России по РК»,Исправительная колония,Сыктывкар,"Вид режима: строгий для ранее отбывавших наказание.
",,строгий,61.739611499999995,50.81851295
520,ФКУ «ИК № 8 УФСИН России по РК»,Исправительная колония,Ухта,"Вид режима: особый.
",,особый,63.573137,53.727676699999996
521,ФКЛПУ «Б № 18 УФСИН России по РК»,Лечебно-профилактическое учреждение,Ухта,"ФКЛПУ  «Больница № 18 УФСИН России по Республике Коми» [521] 
",,,63.573137,53.727676699999996
522,ФКУ «ИК № 19 УФСИН России по РК»,Исправительная колония,Ухта,"Вид режима: строгий для ранее отбывавших наказание.
",,строгий,63.573137,53.727676699999996
523,ФКУ «КП № 22 УФСИН России по РК»,Колония-поселение,"Воркута , пос.  Северный","
",,,67.6000136,64.125656
524,ФКУ «ИК № 24 УФСИН России по РК»,Исправительная колония,"Ухта , пос. Сирачой","Вид режима: особый.
",,особый,63.573137,53.727676699999996
525,ФКУ «ИК № 25 УФСИН России по РК»,Исправительная колония,"Сыктывкар , пос.  Верхний Чов","Вид режима: строгий для впервые осужденных.
",,строгий,61.742492949999985,50.70247705
526,ФКУ «ИК № 29 УФСИН России по РК»,Исправительная колония,"Ухта , пст. Нижний Доманик","Вид режима: общий для впервые осужденных.
",,общий,63.573137,53.727676699999996
527,ФКУ «ИК № 31 УФСИН России по РК»,Исправительная колония,"Усть-Вымский район ,  Микунь","Вид режима: общий для женщин.
",,общий,62.35911194999999,50.07574035
